階級別人口率 2015年,0～4歳(国籍計)(男女計),5～9歳(国籍計)(男女計),10～14歳(国籍計)(男女計),15～19歳(国籍計)(男女計),20～24歳(国籍計)(男女計),25～29歳(国籍計)(男女計),30～34歳(国籍計)(男女計),35～39歳(国籍計)(男女計),40～44歳(国籍計)(男女計),45～49歳(国籍計)(男女計),50～54歳(国籍計)(男女計),55～59歳(国籍計)(男女計),60～64歳(国籍計)(男女計),65～69歳(国籍計)(男女計),70～74歳(国籍計)(男女計),75～79歳(国籍計)(男女計),80～84歳(国籍計)(男女計),85～89歳(国籍計)(男女計),90～94歳(国籍計)(男女計),95～99歳(国籍計)(男女計),100歳以上(国籍計)(男女計),総数(日本人)(男女計),0～4歳(日本人)(男女計),5～9歳(日本人)(男女計),10～14歳(日本人)(男女計),15～19歳(日本人)(男女計),20～24歳(日本人)(男女計),25～29歳(日本人)(男女計),30～34歳(日本人)(男女計),35～39歳(日本人)(男女計),40～44歳(日本人)(男女計),45～49歳(日本人)(男女計),50～54歳(日本人)(男女計),55～59歳(日本人)(男女計),60～64歳(日本人)(男女計),65～69歳(日本人)(男女計),70～74歳(日本人)(男女計),75～79歳(日本人)(男女計),80～84歳(日本人)(男女計),85～89歳(日本人)(男女計),90～94歳(日本人)(男女計),95～99歳(日本人)(男女計),100歳以上(日本人)(男女計),総数(外国人)(男女計),0～4歳(外国人)(男女計),5～9歳(外国人)(男女計),10～14歳(外国人)(男女計),15～19歳(外国人)(男女計),20～24歳(外国人)(男女計),25～29歳(外国人)(男女計),30～34歳(外国人)(男女計),35～39歳(外国人)(男女計),40～44歳(外国人)(男女計),45～49歳(外国人)(男女計),50～54歳(外国人)(男女計),55～59歳(外国人)(男女計),60～64歳(外国人)(男女計),65～69歳(外国人)(男女計),70～74歳(外国人)(男女計),75～79歳(外国人)(男女計),80～84歳(外国人)(男女計),85～89歳(外国人)(男女計),90～94歳(外国人)(男女計),95～99歳(外国人)(男女計),100歳以上(外国人)(男女計),総数(国籍計)(男),0～4歳(国籍計)(男),5～9歳(国籍計)(男),10～14歳(国籍計)(男),15～19歳(国籍計)(男),20～24歳(国籍計)(男),25～29歳(国籍計)(男),30～34歳(国籍計)(男),35～39歳(国籍計)(男),40～44歳(国籍計)(男),45～49歳(国籍計)(男),50～54歳(国籍計)(男),55～59歳(国籍計)(男),60～64歳(国籍計)(男),65～69歳(国籍計)(男),70～74歳(国籍計)(男),75～79歳(国籍計)(男),80～84歳(国籍計)(男),85～89歳(国籍計)(男),90～94歳(国籍計)(男),95～99歳(国籍計)(男),100歳以上(国籍計)(男),総数(日本人)(男),0～4歳(日本人)(男),5～9歳(日本人)(男),10～14歳(日本人)(男),15～19歳(日本人)(男),20～24歳(日本人)(男),25～29歳(日本人)(男),30～34歳(日本人)(男),35～39歳(日本人)(男),40～44歳(日本人)(男),45～49歳(日本人)(男),50～54歳(日本人)(男),55～59歳(日本人)(男),60～64歳(日本人)(男),65～69歳(日本人)(男),70～74歳(日本人)(男),75～79歳(日本人)(男),80～84歳(日本人)(男),85～89歳(日本人)(男),90～94歳(日本人)(男),95～99歳(日本人)(男),100歳以上(日本人)(男),総数(外国人)(男),0～4歳(外国人)(男),5～9歳(外国人)(男),10～14歳(外国人)(男),15～19歳(外国人)(男),20～24歳(外国人)(男),25～29歳(外国人)(男),30～34歳(外国人)(男),35～39歳(外国人)(男),40～44歳(外国人)(男),45～49歳(外国人)(男),50～54歳(外国人)(男),55～59歳(外国人)(男),60～64歳(外国人)(男),65～69歳(外国人)(男),70～74歳(外国人)(男),75～79歳(外国人)(男),80～84歳(外国人)(男),85～89歳(外国人)(男),90～94歳(外国人)(男),95～99歳(外国人)(男),100歳以上(外国人)(男),総数(国籍計)(女),0～4歳(国籍計)(女),5～9歳(国籍計)(女),10～14歳(国籍計)(女),15～19歳(国籍計)(女),20～24歳(国籍計)(女),25～29歳(国籍計)(女),30～34歳(国籍計)(女),35～39歳(国籍計)(女),40～44歳(国籍計)(女),45～49歳(国籍計)(女),50～54歳(国籍計)(女),55～59歳(国籍計)(女),60～64歳(国籍計)(女),65～69歳(国籍計)(女),70～74歳(国籍計)(女),75～79歳(国籍計)(女),80～84歳(国籍計)(女),85～89歳(国籍計)(女),90～94歳(国籍計)(女),95～99歳(国籍計)(女),100歳以上(国籍計)(女),総数(日本人)(女),0～4歳(日本人)(女),5～9歳(日本人)(女),10～14歳(日本人)(女),15～19歳(日本人)(女),20～24歳(日本人)(女),25～29歳(日本人)(女),30～34歳(日本人)(女),35～39歳(日本人)(女),40～44歳(日本人)(女),45～49歳(日本人)(女),50～54歳(日本人)(女),55～59歳(日本人)(女),60～64歳(日本人)(女),65～69歳(日本人)(女),70～74歳(日本人)(女),75～79歳(日本人)(女),80～84歳(日本人)(女),85～89歳(日本人)(女),90～94歳(日本人)(女),95～99歳(日本人)(女),100歳以上(日本人)(女),総数(外国人)(女),0～4歳(外国人)(女),5～9歳(外国人)(女),10～14歳(外国人)(女),15～19歳(外国人)(女),20～24歳(外国人)(女),25～29歳(外国人)(女),30～34歳(外国人)(女),35～39歳(外国人)(女),40～44歳(外国人)(女),45～49歳(外国人)(女),50～54歳(外国人)(女),55～59歳(外国人)(女),60～64歳(外国人)(女),65～69歳(外国人)(女),70～74歳(外国人)(女),75～79歳(外国人)(女),80～84歳(外国人)(女),85～89歳(外国人)(女),90～94歳(外国人)(女),95～99歳(外国人)(女),100歳以上(外国人)(女)
中央区,0.0369001251,0.0341640084,0.0355871416,0.0367503216,0.0557577413,0.0717823091,0.0761662643,0.0796337745,0.0889127791,0.0804929416,0.070619129,0.0600095169,0.0646005534,0.0619305264,0.0465932923,0.0376183007,0.0316437849,0.0199326765,0.0081995383,0.0022294285,0.0004758464,0.9910294144,0.0365917062,0.0340186109,0.0354285261,0.0364330907,0.0547972366,0.070328334,0.0748885286,0.0785322782,0.0879963342,0.0798188259,0.070041945,0.0596217902,0.0643846601,0.0617410691,0.0465007666,0.0375478049,0.0315953191,0.0198798047,0.0081863203,0.0022206165,0.0004758464,0.0089705856,0.000308419,0.0001453975,0.0001586155,0.0003172309,0.0009605047,0.0014539751,0.0012777357,0.0011014963,0.0009164449,0.0006741157,0.000577184,0.0003877267,0.0002158933,0.0001894574,9.25256868930756E-05,7.04957614423433E-05,4.8465835991611E-05,5.28718210817575E-05,0.000013218,0.000008812,0,0.4533890837,0.0190206376,0.0172229957,0.0179764192,0.0182099364,0.0249334696,0.0332123156,0.0353932782,0.0375522109,0.041068187,0.0369618089,0.032502952,0.0282820183,0.029854955,0.0276211205,0.0191924711,0.0144031653,0.0112132321,0.0063225886,0.0020047232,0.0003833207,5.72778061719039E-05,0.4484896283,0.0188311803,0.017134876,0.0178794875,0.018016073,0.0244664352,0.0324456742,0.0347191625,0.0368957191,0.0405923406,0.0365917062,0.0321548792,0.028066125,0.0297403994,0.0275109709,0.0191484112,0.0143546994,0.0111912021,0.0063093706,0.0020003172,0.0003833207,5.72778061719039E-05,0.0048994554,0.0001894574,8.81197018029291E-05,9.6931671983222E-05,0.0001938633,0.0004670344,0.0007666414,0.0006741157,0.0006564918,0.0004758464,0.0003701027,0.0003480728,0.0002158933,0.0001145556,0.0001101496,4.40598509014646E-05,4.8465835991611E-05,2.20299254507323E-05,0.000013218,0.000004406,0,0,0.5466109163,0.0178794875,0.0169410127,0.0176107224,0.0185403853,0.0308242717,0.0385699935,0.040772986,0.0420815636,0.0478445921,0.0435311327,0.038116177,0.0317274986,0.0347455984,0.0343094059,0.0274008213,0.0232151354,0.0204305529,0.0136100879,0.006194815,0.0018461078,0.0004185686,0.542539786,0.0177605259,0.0168837349,0.0175490386,0.0184170177,0.0303308014,0.0378826598,0.0401693661,0.0416365591,0.0474039936,0.0432271197,0.0378870658,0.0315556652,0.0346442608,0.0342300982,0.0273523554,0.0231931055,0.020404117,0.0135704341,0.0061860031,0.0018372958,0.0004185686,0.0040711302,0.0001189616,5.72778061719039E-05,6.16837912620504E-05,0.0001233676,0.0004934703,0.0006873337,0.00060362,0.0004450045,0.0004405985,0.000304013,0.0002291112,0.0001718334,0.0001013377,7.93077316226362E-05,4.8465835991611E-05,2.20299254507323E-05,2.64359105408787E-05,3.96538658113181E-05,0.000008812,0.000008812,0
北区,0.0373135121,0.0411379966,0.0435247582,0.0464497806,0.0573353967,0.056294287,0.0611882107,0.0718578142,0.0801158677,0.0688796739,0.0637414082,0.0615104589,0.075165285,0.0724137809,0.0560251566,0.0426642492,0.0328728607,0.0198696134,0.0088635969,0.0023690557,0.0004072368,0.9916498755,0.0369275225,0.041014055,0.0434326873,0.0462727212,0.0555152253,0.0538508664,0.0599027589,0.0712735179,0.0796873838,0.068582214,0.0635076897,0.0613794349,0.0750271786,0.0723252512,0.0559826623,0.0426288373,0.0328586959,0.0198519075,0.0088565145,0.0023655145,0.0004072368,0.0083501245,0.0003859896,0.0001239416,9.20709229401787E-05,0.0001770595,0.0018201713,0.0024434206,0.0012854517,0.0005842962,0.0004284839,0.0002974599,0.0002337185,0.000131024,0.0001381064,8.85297335963257E-05,4.24942721262363E-05,3.54118934385303E-05,1.41647573754121E-05,1.77059467192651E-05,7.08237868770605E-06,3.54118934385303E-06,0,0.4746008194,0.0192534465,0.0207655343,0.0222457515,0.0237082627,0.0287225868,0.0271573811,0.0298770145,0.0347390675,0.039742768,0.0332128149,0.0308366768,0.0296468372,0.0360138956,0.0332411444,0.0251849386,0.0182087956,0.0129005528,0.006526412,0.0021672079,0.0003859896,6.37414081893545E-05,0.4709356885,0.0190515987,0.0207124165,0.0222067984,0.0236445212,0.0282763969,0.0260844007,0.0291829414,0.034413278,0.0395125907,0.033046379,0.0307233587,0.0295583075,0.0359359895,0.0331880265,0.0251636915,0.0182017132,0.0128970116,0.0065228708,0.0021672079,0.0003824484,6.37414081893545E-05,0.003665131,0.0002018478,5.31178401577954E-05,3.89530827823833E-05,6.37414081893545E-05,0.0004461899,0.0010729804,0.0006940731,0.0003257894,0.0002301773,0.0001664359,0.0001133181,8.85297335963257E-05,7.79061655647666E-05,5.31178401577954E-05,2.12471360631182E-05,7.08237868770605E-06,3.54118934385303E-06,3.54118934385303E-06,0,3.54118934385303E-06,0,0.5253991806,0.0180600657,0.0203724623,0.0212790068,0.022741518,0.0286128099,0.0291369059,0.0313111962,0.0371187467,0.0403730997,0.0356668591,0.0329047314,0.0318636217,0.0391513894,0.0391726365,0.030840218,0.0244554536,0.0199723079,0.0133432014,0.006696389,0.001983066,0.0003434954,0.5207141871,0.0178759238,0.0203016385,0.0212258889,0.0226281999,0.0272388284,0.0277664656,0.0307198176,0.0368602399,0.0401747931,0.0355358351,0.0327843309,0.0318211274,0.0390911892,0.0391372246,0.0308189709,0.0244271241,0.0199616843,0.0133290367,0.0066893067,0.001983066,0.0003434954,0.0046849935,0.0001841418,7.08237868770605E-05,5.31178401577954E-05,0.0001133181,0.0013739815,0.0013704403,0.0005913786,0.0002585068,0.0001983066,0.000131024,0.0001204004,4.24942721262363E-05,6.02002188455015E-05,3.54118934385303E-05,2.12471360631182E-05,2.83295147508242E-05,1.06235680315591E-05,1.41647573754121E-05,7.08237868770605E-06,0,0
東区,0.0408181431,0.0393707187,0.0408607144,0.0436742908,0.0513758272,0.06254112,0.0689809977,0.0766244824,0.0845620961,0.0699407872,0.0620496149,0.0598939587,0.0719029374,0.0703432795,0.054201014,0.0408607144,0.0317698053,0.0193699447,0.0082704439,0.0022214482,0.0003676613,0.9950462479,0.0406091567,0.0392623554,0.0407794419,0.043550447,0.0505631023,0.061627772,0.0683269476,0.076125237,0.0842370061,0.0696621386,0.0617438755,0.0597198034,0.0717636131,0.0702426564,0.0540926506,0.040814273,0.0317427145,0.0193467239,0.0082549634,0.002213708,0.0003676613,0.0049537521,0.0002089864,0.0001083633,8.12724950655985E-05,0.0001238438,0.000812725,0.000913348,0.0006540501,0.0004992453,0.00032509,0.0002786486,0.0003057394,0.0001741553,0.0001393243,0.0001006231,0.0001083633,4.64414257517706E-05,2.70908316885328E-05,2.32207128758853E-05,1.54804752505902E-05,7.7402376252951E-06,0,0.4761794187,0.0206122528,0.0197879175,0.0208251093,0.0224195983,0.0250899803,0.0306706916,0.0340260846,0.0382329038,0.0420101397,0.0338403189,0.0301907969,0.0290839429,0.0344982391,0.0325980108,0.0240411781,0.0169859515,0.0123611595,0.0063431247,0.0020627733,0.0004489338,5.03115445644181E-05,0.4734587252,0.0204961492,0.0197105151,0.0207902783,0.0223499361,0.0244823716,0.0300863036,0.0337087349,0.0379658656,0.0418785557,0.0337203452,0.0300785634,0.02899106,0.0344479276,0.0325554395,0.0239986068,0.0169627308,0.012345679,0.0063353845,0.0020589032,0.0004450637,5.03115445644181E-05,0.0027206935,0.0001161036,7.7402376252951E-05,3.48310693138279E-05,6.96621386276559E-05,0.0006076087,0.0005843879,0.0003173497,0.0002670382,0.000131584,0.0001199737,0.0001122334,9.28828515035412E-05,5.03115445644181E-05,4.2571306939123E-05,4.2571306939123E-05,2.32207128758853E-05,1.54804752505902E-05,7.7402376252951E-06,3.87011881264755E-06,3.87011881264755E-06,0,0.5238205813,0.0202058903,0.0195828012,0.0200356051,0.0212546925,0.026285847,0.0318704284,0.0349549131,0.0383915786,0.0425519563,0.0361004683,0.0318588181,0.0308100159,0.0374046983,0.0377452688,0.0301598359,0.023874763,0.0194086458,0.0130268199,0.0062076706,0.0017725144,0.0003173497,0.5215875227,0.0201130075,0.0195518402,0.0199891637,0.0212005109,0.0260807307,0.0315414683,0.0346182128,0.0381593715,0.0423584504,0.0359417934,0.0316653121,0.0307287434,0.0373156856,0.037687217,0.0300940439,0.0238515422,0.0193970355,0.0130113394,0.0061960602,0.0017686443,0.0003173497,0.0022330586,9.28828515035412E-05,0.000030961,4.64414257517706E-05,5.41816633770657E-05,0.0002051163,0.0003289601,0.0003367003,0.0002322071,0.0001935059,0.0001586749,0.0001935059,8.12724950655985E-05,8.90127326908936E-05,5.80517821897132E-05,0.000065792,2.32207128758853E-05,1.16103564379426E-05,1.54804752505902E-05,1.16103564379426E-05,3.87011881264755E-06,0
白石区,0.041352381,0.0369857143,0.0371047619,0.0388238095,0.0501333333,0.0661761905,0.0742333333,0.0814333333,0.0867380952,0.0742761905,0.0660238095,0.0592571429,0.0681809524,0.0654190476,0.0521190476,0.0406428571,0.0324285714,0.0184761905,0.0078666667,0.0019619048,0.0003666667,0.9967809524,0.0412809524,0.0369238095,0.0370714286,0.038752381,0.0498904762,0.0657142857,0.0737761905,0.0810428571,0.0864428571,0.074,0.0657714286,0.0590428571,0.0680619048,0.065347619,0.0520666667,0.0405619048,0.0323952381,0.018452381,0.0078571429,0.0019619048,0.0003666667,0.0032190476,7.14285714285714E-05,6.19047619047619E-05,3.33333333333333E-05,7.14285714285714E-05,0.0002428571,0.0004619048,0.0004571429,0.0003904762,0.0002952381,0.0002761905,0.000252381,0.0002142857,0.0001190476,7.14285714285714E-05,0.000052381,8.0952380952381E-05,3.33333333333333E-05,2.38095238095238E-05,9.52380952380952E-06,0,0,0.4773571429,0.021752381,0.0188238095,0.0187571429,0.0195904762,0.0246095238,0.0325095238,0.0362666667,0.0406380952,0.0429285714,0.0367047619,0.0321714286,0.028752381,0.0328333333,0.0309857143,0.0228142857,0.0165619048,0.0123666667,0.0061285714,0.0017285714,0.0003857143,0.000047619,0.4757047619,0.0217142857,0.0188,0.018747619,0.0195428571,0.0244857143,0.0322238095,0.0360238095,0.0404619048,0.0427809524,0.0365809524,0.0320714286,0.0286190476,0.0327666667,0.030947619,0.0227952381,0.0165238095,0.012347619,0.0061095238,0.0017285714,0.0003857143,0.000047619,0.001652381,3.80952380952381E-05,2.38095238095238E-05,9.52380952380952E-06,0.000047619,0.0001238095,0.0002857143,0.0002428571,0.0001761905,0.000147619,0.0001238095,0.0001,0.0001333333,6.66666666666667E-05,3.80952380952381E-05,1.9047619047619E-05,3.80952380952381E-05,1.9047619047619E-05,1.9047619047619E-05,0,0,0,0.5226428571,0.0196,0.0181619048,0.018347619,0.0192333333,0.0255238095,0.0336666667,0.0379666667,0.0407952381,0.0438095238,0.0375714286,0.033852381,0.0305047619,0.035347619,0.0344333333,0.0293047619,0.0240809524,0.0200619048,0.012347619,0.0061380952,0.0015761905,0.0003190476,0.5210761905,0.0195666667,0.0181238095,0.0183238095,0.0192095238,0.0254047619,0.0334904762,0.037752381,0.0405809524,0.0436619048,0.0374190476,0.0337,0.0304238095,0.0352952381,0.0344,0.0292714286,0.0240380952,0.020047619,0.0123428571,0.0061285714,0.0015761905,0.0003190476,0.0015666667,3.33333333333333E-05,3.80952380952381E-05,2.38095238095238E-05,2.38095238095238E-05,0.0001190476,0.0001761905,0.0002142857,0.0002142857,0.000147619,0.000152381,0.000152381,8.0952380952381E-05,0.000052381,3.33333333333333E-05,3.33333333333333E-05,4.28571428571429E-05,1.42857142857143E-05,4.76190476190476E-06,9.52380952380952E-06,0,0
豊平区,0.0386576197,0.0356959472,0.0359756098,0.039863378,0.0537135522,0.0673390794,0.0736887952,0.078030442,0.0841004951,0.0730148542,0.0660370438,0.0591967724,0.0673986796,0.0662387677,0.0525857326,0.0426004034,0.0340867412,0.0207133688,0.0086970475,0.0019484687,0.0004172015,0.9945488722,0.0384879883,0.0355996699,0.0358747478,0.0396708234,0.0525994865,0.0666101229,0.0731065469,0.0775673941,0.0836878782,0.0726710068,0.0657252888,0.0589171098,0.0672015404,0.0660645516,0.0524757014,0.0425453879,0.0340363103,0.0206721071,0.0086741243,0.0019438841,0.0004172015,0.0054511278,0.0001696314,9.62772785622593E-05,0.0001008619,0.0001925546,0.0011140657,0.0007289565,0.0005822483,0.0004630479,0.0004126169,0.0003438474,0.000311755,0.0002796626,0.0001971392,0.000174216,0.0001100312,5.50155877498625E-05,0.000050431,4.12616908123968E-05,2.29231615624427E-05,4.58463231248854E-06,0,0.4656519347,0.0198422886,0.0183935448,0.0181413901,0.0200715203,0.0254722171,0.0320924262,0.035136622,0.03790574,0.0407757198,0.0351962223,0.0308499908,0.0277691179,0.0311984229,0.0301026958,0.0227168531,0.0172840638,0.0131854025,0.0068723638,0.0022235467,0.0003530167,6.87694846873281E-05,0.4632037411,0.0197643499,0.0183385292,0.0180955437,0.0199660737,0.0251329543,0.0317394095,0.0348386209,0.0376673391,0.0405464882,0.0350265909,0.0307307904,0.0276636714,0.0310929763,0.0299972492,0.0226755914,0.0172748946,0.013167064,0.0068540253,0.0022143774,0.0003484321,6.87694846873281E-05,0.0024481937,7.79387493123051E-05,5.50155877498625E-05,4.58463231248854E-05,0.0001054465,0.0003392628,0.0003530167,0.0002980011,0.0002384009,0.0002292316,0.0001696314,0.0001192004,0.0001054465,0.0001054465,0.0001054465,4.12616908123968E-05,9.16926462497708E-06,1.83385292499542E-05,1.83385292499542E-05,9.16926462497708E-06,4.58463231248854E-06,0,0.5343480653,0.018815331,0.0173024023,0.0178342197,0.0197918577,0.028241335,0.0352466532,0.0385521731,0.040124702,0.0433247754,0.0378186319,0.035187053,0.0314276545,0.0362002567,0.0361360719,0.0298688795,0.0253163396,0.0209013387,0.013841005,0.0064735008,0.001595452,0.0003484321,0.5313451311,0.0187236384,0.0172611407,0.0177792041,0.0197047497,0.0274665322,0.0348707134,0.0382679259,0.039900055,0.0431413901,0.0376444159,0.0349944984,0.0312534385,0.0361085641,0.0360673024,0.02980011,0.0252704933,0.0208692463,0.0138180818,0.0064597469,0.001595452,0.0003484321,0.0030029342,9.16926462497708E-05,4.12616908123968E-05,5.50155877498625E-05,0.000087108,0.0007748029,0.0003759398,0.0002842472,0.000224647,0.0001833853,0.000174216,0.0001925546,0.000174216,9.16926462497708E-05,6.87694846873281E-05,6.87694846873281E-05,4.58463231248854E-05,3.20924261874198E-05,2.29231615624427E-05,1.37538969374656E-05,0,0
南区,0.0299481463,0.0341458252,0.0388020741,0.0462450175,0.0485025927,0.0441214858,0.0479664186,0.0570884335,0.0648629581,0.0636424565,0.0680165085,0.0691100215,0.0859995062,0.0881159829,0.0695827013,0.0560584148,0.0450809552,0.0274083742,0.0118522699,0.0029983421,0.000451515,0.9965924724,0.0299058168,0.0340541113,0.03872447,0.0461250838,0.0481145719,0.0437616847,0.0475995626,0.0568415112,0.0645172669,0.0632403259,0.0677131468,0.068884264,0.0858654626,0.0879889943,0.0695333169,0.0559878655,0.0450527355,0.0273872094,0.011845215,0.0029983421,0.000451515,0.0034075276,4.23295354333486E-05,0.000091714,7.76041482944725E-05,0.0001199337,0.0003880207,0.0003598011,0.000366856,0.0002469223,0.0003456912,0.0004021306,0.0003033617,0.0002257575,0.0001340435,0.0001269886,4.93844580055734E-05,7.05492257222477E-05,2.82196902888991E-05,2.11647677166743E-05,7.05492257222477E-06,0,0,0.4659000317,0.0155702141,0.0172775054,0.0199301563,0.0232953543,0.0247133938,0.0222723906,0.0232882994,0.0273660447,0.0312250873,0.0296024551,0.031528449,0.0318388656,0.040636354,0.040452926,0.0313944054,0.0237962538,0.0184768422,0.0096652439,0.0029277929,0.0005926135,4.93844580055734E-05,0.4643479488,0.0155419944,0.0172422308,0.0198878267,0.0232106953,0.0246075699,0.0220889626,0.0231048714,0.0272531659,0.0310769339,0.0294684116,0.031345021,0.0317259868,0.0405728597,0.0403964866,0.0313661858,0.0237539243,0.0184697873,0.0096652439,0.0029277929,0.0005926135,4.93844580055734E-05,0.001552083,2.82196902888991E-05,3.52746128611238E-05,4.23295354333486E-05,8.46590708666972E-05,0.0001058238,0.000183428,0.000183428,0.0001128788,0.0001481534,0.0001340435,0.000183428,0.0001128788,6.34943031500229E-05,5.64393805777982E-05,2.82196902888991E-05,4.23295354333486E-05,7.05492257222477E-06,0,0,0,0,0.5340999683,0.0143779322,0.0168683199,0.0188719179,0.0229496631,0.0237891989,0.0218490952,0.0246781192,0.0297223888,0.0336378708,0.0340400014,0.0364880595,0.0372711559,0.0453631521,0.0476630569,0.0381882959,0.0322621609,0.026604113,0.0177431303,0.0089244771,0.0024057286,0.0004021306,0.5322445236,0.0143638224,0.0168118805,0.0188366433,0.0229143885,0.023507002,0.0216727221,0.0244946912,0.0295883453,0.033440333,0.0337719144,0.0363681259,0.0371582772,0.0452926029,0.0475925077,0.0381671311,0.0322339412,0.0265829483,0.0177219655,0.0089174221,0.0024057286,0.0004021306,0.0018554446,1.41098451444495E-05,5.64393805777982E-05,3.52746128611238E-05,3.52746128611238E-05,0.0002821969,0.0001763731,0.000183428,0.0001340435,0.0001975378,0.0002680871,0.0001199337,0.0001128788,7.05492257222477E-05,7.05492257222477E-05,2.11647677166743E-05,2.82196902888991E-05,2.11647677166743E-05,2.11647677166743E-05,7.05492257222477E-06,0,0
西区,0.0387688191,0.038184696,0.0403610258,0.0420333139,0.0438657647,0.0533907407,0.0640792523,0.0732839027,0.0814569162,0.0719602043,0.0658033578,0.0632266209,0.0758229542,0.0735335682,0.0585677677,0.0453826007,0.0365500933,0.0217962729,0.0092705998,0.0022893859,0.000372143,0.9973007857,0.0386934484,0.0380951932,0.0402715231,0.0419909178,0.043733866,0.0530845471,0.0637165307,0.0729635771,0.0811554333,0.0717199601,0.0655772456,0.0630805902,0.0757240301,0.0734487762,0.058478265,0.0453590473,0.0365124079,0.0217680089,0.0092658891,0.0022893859,0.000372143,0.0026992143,7.53707297770911E-05,8.95027416102956E-05,8.95027416102956E-05,0.000042396,0.0001318988,0.0003061936,0.0003627216,0.0003203256,0.0003014829,0.0002402442,0.0002261122,0.0001460308,9.8924082832432E-05,8.47920709992274E-05,8.95027416102956E-05,2.3553353055341E-05,3.76853648885455E-05,0.000028264,4.71067061106819E-06,0,0,0.4636713082,0.0197377099,0.0194739123,0.0204961278,0.0212451245,0.0206468693,0.0246886247,0.0303461401,0.0353347403,0.0391079874,0.0335965028,0.0309349739,0.0297337529,0.0357539899,0.0336718735,0.0257579469,0.0189745812,0.0140283771,0.0072355901,0.00238831,0.0004380924,8.00814003881592E-05,0.4622722391,0.0196906032,0.0194315163,0.0204301784,0.0212168604,0.0205950519,0.0245284619,0.0301859773,0.0351651561,0.0389336926,0.0334881574,0.0308360498,0.0296630928,0.0356927512,0.0336153455,0.0256967082,0.0189604492,0.0140095344,0.0072261687,0.00238831,0.0004380924,8.00814003881592E-05,0.0013990692,4.71067061106819E-05,0.000042396,6.59493885549547E-05,0.000028264,5.18173767217501E-05,0.0001601628,0.0001601628,0.0001695841,0.0001742948,0.0001083454,9.8924082832432E-05,7.06600591660229E-05,6.12387179438865E-05,0.000056528,6.12387179438865E-05,0.000014132,1.88426824442728E-05,9.42134122213638E-06,0,0,0,0.5363286918,0.0190311093,0.0187107837,0.019864898,0.0207881894,0.0232188954,0.028702116,0.0337331122,0.0379491624,0.0423489288,0.0383637015,0.0348683839,0.033492868,0.0400689642,0.0398616947,0.0328098208,0.0264080194,0.0225217162,0.0145606829,0.0068822898,0.0018512936,0.0002920616,0.5350285467,0.0190028452,0.018663677,0.0198413446,0.0207740574,0.023138814,0.0285560852,0.0335305534,0.037798421,0.0422217407,0.0382318027,0.0347411958,0.0334174973,0.0400312789,0.0398334307,0.0327815568,0.0263985981,0.0225028735,0.0145418402,0.0068775791,0.0018512936,0.0002920616,0.0013001451,0.000028264,4.71067061106819E-05,2.3553353055341E-05,0.000014132,8.00814003881592E-05,0.0001460308,0.0002025588,0.0001507415,0.0001271881,0.0001318988,0.0001271881,7.53707297770911E-05,3.76853648885455E-05,0.000028264,0.000028264,9.42134122213638E-06,1.88426824442728E-05,1.88426824442728E-05,4.71067061106819E-06,0,0
