世帯構成,3世代世帯数,65歳以上のみ_単独世帯数,3世代世帯割合（%）(3世代世帯数/総世帯数),65歳以上のみ_単独世帯割合（%）(65歳以上のみ_単独世帯数/総世帯数)
倉敷市船穂町船穂前谷_4578,12,2,26.66666667,4.444444444
倉敷市船穂町船穂大舟尾_4583,28,8,16.1849711,4.624277457
倉敷市船穂町船穂中山，千行_4552,5,6,12.5,15
倉敷市船穂町船穂中新田，沖_4625,42,29,10.76923077,7.435897436
倉敷市船穂町船穂長崎，大舟尾_4602,12,2,15.18987342,2.53164557
倉敷市船穂町船穂田之内_4579,2,4,8.695652174,17.39130435
倉敷市船穂町船穂東北谷_4543,8,1,36.36363636,4.545454545
倉敷市船穂町船穂稗塚，水門_4589,15,11,14.42307692,10.57692308
倉敷市船穂町船穂福島_4650,19,9,8.755760369,4.147465438
倉敷市船穂町船穂平石_4531,6,0,50,0
倉敷市船穂町船穂北谷_4540,19,4,26.02739726,5.479452055
倉敷市船穂町船穂北谷_4585,12,6,19.67213115,9.836065574
倉敷市船穂町柳井原_4252,32,16,21.05263158,10.52631579
倉敷市曽原_4830,41,19,16.07843137,7.450980392
倉敷市倉敷ハイツ_4609,17,16,7.234042553,6.808510638
倉敷市早高_4544,62,27,13.2196162,5.756929638
倉敷市帯高_4595,52,35,8.768971332,5.902192243
倉敷市大島_4396,46,88,3.80794702,7.284768212
倉敷市大内_4402,59,66,6.441048035,7.205240175
倉敷市大畠_5303,0,0,0,0
倉敷市大畠１丁目_5288,32,27,12.5984252,10.62992126
倉敷市大畠２丁目_5299,24,33,11.1627907,15.34883721
倉敷市茶屋町_4582,168,112,6.409767264,4.273178176
倉敷市茶屋町_4622,120,132,7.797270955,8.576998051
倉敷市茶屋町_4642,1,1,20,20
倉敷市茶屋町早沖_4526,138,68,11.29296236,5.564648118
倉敷市中央１丁目_4542,17,37,8.252427184,17.96116505
倉敷市中央２丁目_4545,15,44,6.276150628,18.41004184
倉敷市中庄_4196,155,285,3.851888668,7.08250497
倉敷市中庄_4320,33,60,6.860706861,12.47401247
倉敷市中庄_4363,7,10,7.52688172,10.75268817
倉敷市中庄団地_4335,27,121,3.400503778,15.23929471
倉敷市中畝１０丁目_4872,12,16,5.882352941,7.843137255
倉敷市中畝１丁目_4945,10,23,4.405286344,10.13215859
倉敷市中畝２丁目_4933,18,39,4.603580563,9.974424552
倉敷市中畝３丁目_4910,18,42,4.851752022,11.32075472
倉敷市中畝４丁目_4885,18,49,4,10.88888889
倉敷市中畝５丁目_4867,20,49,5.333333333,13.06666667
倉敷市中畝６丁目_4950,12,12,15,15
倉敷市中畝７丁目_4942,9,20,3.272727273,7.272727273
倉敷市中畝８丁目_4920,14,15,5.263157895,5.639097744
倉敷市中畝９丁目_4893,8,16,3.96039604,7.920792079
倉敷市中帯江_4423,43,26,13.19018405,7.975460123
倉敷市中島_4571,160,166,6.346687822,6.584688616
倉敷市中島_4607,197,172,5.975128905,5.216863816
倉敷市潮通３丁目_5033,0,1,0,10
倉敷市鳥羽_4205,44,57,4.462474645,5.780933063
倉敷市鶴の浦１丁目_4725,17,25,2.31292517,3.401360544
倉敷市鶴の浦２丁目_4779,3,5,1.851851852,3.086419753
倉敷市鶴の浦３丁目_4757,6,6,2.135231317,2.135231317
倉敷市鶴形１丁目_4501,13,39,3.475935829,10.42780749
倉敷市鶴形２丁目_4514,6,23,4.6875,17.96875
倉敷市天城台１丁目_4647,13,12,10.48387097,9.677419355
倉敷市天城台２丁目_4658,5,7,4.716981132,6.603773585
倉敷市天城台３丁目_4651,9,9,6.293706294,6.293706294
倉敷市天城台４丁目_4641,10,12,6.849315068,8.219178082
倉敷市田ノ上_4572,48,58,5.804111245,7.013301088
倉敷市田ノ上新町_4600,1,4,1.234567901,4.938271605
倉敷市東町_4536,7,16,4.545454545,10.38961039
倉敷市東塚１丁目_4951,13,12,7.738095238,7.142857143
倉敷市東塚２丁目_4943,17,24,6.343283582,8.955223881
倉敷市東塚３丁目_4913,30,44,5.555555556,8.148148148
倉敷市東塚４丁目_4877,22,25,4.899777283,5.567928731
倉敷市東塚５丁目_4907,21,14,7.023411371,4.682274247
倉敷市東塚６丁目_4944,14,9,8.695652174,5.590062112
倉敷市東塚７丁目_4953,9,10,5.421686747,6.024096386
倉敷市東富井_4629,38,42,4.008438819,4.430379747
倉敷市東粒浦_4664,30,19,9.584664537,6.07028754
倉敷市藤戸町天城_4632,136,130,8.607594937,8.227848101
倉敷市藤戸町藤戸_4676,74,43,10.33519553,6.005586592
倉敷市徳芳_4164,67,86,5.716723549,7.337883959
倉敷市南畝１丁目_4952,3,5,5.555555556,9.259259259
倉敷市南畝２丁目_4954,2,10,2.06185567,10.30927835
倉敷市南畝３丁目_4955,10,24,4,9.6
倉敷市南畝５丁目_4956,10,20,5.025125628,10.05025126
倉敷市南畝６丁目_4968,7,13,7.142857143,13.26530612
倉敷市南畝７丁目_4970,5,8,7.462686567,11.94029851
倉敷市南町_4561,11,52,3.313253012,15.6626506
倉敷市二子_3865,38,45,5.039787798,5.968169761
倉敷市二日市_4549,34,45,7.798165138,10.32110092
倉敷市日ノ出町１丁目_4445,9,25,5.454545455,15.15151515
倉敷市日ノ出町２丁目_4405,15,35,5.338078292,12.45551601
倉敷市日吉町_4462,44,80,5.098493627,9.269988413
倉敷市日畑_3560,35,22,17.94871795,11.28205128
倉敷市白楽町_4576,55,156,3.507653061,9.948979592
倉敷市八王寺町_4466,41,58,5.64738292,7.988980716
倉敷市八軒屋_4631,13,9,7.878787879,5.454545455
倉敷市尾原_4973,19,18,11.80124224,11.18012422
倉敷市美和１丁目_4484,14,35,3.93258427,9.831460674
倉敷市美和２丁目_4517,6,17,4.580152672,12.97709924
倉敷市浜ノ茶屋_4368,13,26,5.2,10.4
倉敷市浜ノ茶屋１丁目_4382,23,56,4.423076923,10.76923077
倉敷市浜ノ茶屋２丁目_4378,9,30,3.383458647,11.27819549
倉敷市浜町１丁目_4412,15,38,3.787878788,9.595959596
倉敷市浜町２丁目_4400,21,43,4.646017699,9.513274336
倉敷市福井_4654,69,65,6.436567164,6.063432836
倉敷市福江_4894,49,39,8.990825688,7.155963303
倉敷市福田町浦田_4673,77,69,8.139534884,7.293868922
倉敷市福田町古新田_4752,202,139,8.650963597,5.952890792
倉敷市福田町東塚_4881,1,1,33.33333333,33.33333333
倉敷市福田町福田_4732,67,57,8.78112713,7.47051114
倉敷市福島_4385,91,114,5.202973128,6.518010292
倉敷市平田_4310,82,83,6.386292835,6.464174455
倉敷市片島町_4617,100,50,9.199632015,4.599816007
倉敷市北畝１丁目_4839,32,85,4.584527221,12.17765043
倉敷市北畝２丁目_4811,27,65,5.636743215,13.56993737
倉敷市北畝３丁目_4740,24,37,8.30449827,12.80276817
倉敷市北畝４丁目_4847,26,31,6.074766355,7.242990654
倉敷市北畝５丁目_4825,44,41,7.224958949,6.732348112
倉敷市北畝６丁目_4794,35,51,5.124450952,7.467057101
倉敷市北畝７丁目_4747,18,12,7.894736842,5.263157895
倉敷市北浜町_4407,30,48,7.894736842,12.63157895
倉敷市堀南_4628,34,43,3.317073171,4.195121951
倉敷市本町_4532,8,55,3.265306122,22.44897959
倉敷市木見_4855,50,37,12.28501229,9.090909091
倉敷市矢部_3510,29,20,15.26315789,10.52631579
倉敷市有城_4630,48,30,9.87654321,6.172839506
倉敷市祐安_4264,12,11,8.510638298,7.80141844
倉敷市粒浦_4643,76,41,11.93092622,6.436420722
倉敷市粒江_4679,78,45,11.25541126,6.493506494
倉敷市粒江団地_4683,15,35,5.703422053,13.30798479
倉敷市林_4784,172,116,11.37566138,7.671957672
倉敷市連島１丁目_4773,22,33,6.626506024,9.939759036
倉敷市連島２丁目_4754,18,40,5.325443787,11.83431953
倉敷市連島３丁目_4734,10,9,8.547008547,7.692307692
倉敷市連島４丁目_4733,4,5,5.970149254,7.462686567
倉敷市連島５丁目_4738,8,10,6.153846154,7.692307692
倉敷市連島中央１丁目_4767,12,17,3.560830861,5.044510386
倉敷市連島中央２丁目_4750,14,16,7.446808511,8.510638298
倉敷市連島中央３丁目_4753,20,15,8.097165992,6.072874494
倉敷市連島中央４丁目_4760,14,22,4.444444444,6.984126984
倉敷市連島中央５丁目_4766,33,29,6.818181818,5.991735537
倉敷市連島町亀島新田_4742,5,4,11.36363636,9.090909091
倉敷市連島町亀島新田_4749,18,20,8.612440191,9.56937799
倉敷市連島町西之浦_4657,139,163,6.379072969,7.48049564
倉敷市連島町鶴新田_4768,259,176,7.498552403,5.095541401
倉敷市連島町鶴新田_4838,5,6,6.329113924,7.594936709
倉敷市連島町鶴新田_4901,3,1,6.52173913,2.173913043
倉敷市連島町矢柄_4653,56,60,8.045977011,8.620689655
倉敷市連島町連島_4644,206,193,7.847619048,7.352380952
倉敷市連島町連島_4685,5,4,3.816793893,3.053435115
倉敷市老松町１丁目_4518,21,29,5.93220339,8.192090395
倉敷市老松町２丁目_4529,9,24,3.879310345,10.34482759
倉敷市老松町３丁目_4535,26,64,5.252525253,12.92929293
倉敷市老松町４丁目_4553,25,46,4.854368932,8.932038835
倉敷市老松町５丁目_4548,15,18,4.934210526,5.921052632
早島町若宮_4328,34,34,6.85483871,6.85483871
早島町前潟下前潟_4467,6,4,12.24489796,8.163265306
早島町前潟久々原_4530,7,4,13.7254902,7.843137255
早島町前潟三軒地_4547,4,2,18.18181818,9.090909091
早島町前潟舟本_4493,31,23,12.15686275,9.019607843
早島町前潟前潟_4454,58,34,11.76470588,6.896551724
早島町前潟片田、舟本の一部_4502,3,1,15,5
早島町早島_4349,11,7,10,6.363636364
早島町早島ニュー早島_4384,9,1,9.782608696,1.086956522
早島町早島噂島_4446,12,12,12.5,12.5
早島町早島塩地_4409,9,12,10.97560976,14.63414634
早島町早島塩津_4417,24,11,11.70731707,5.365853659
早島町早島下野，金田の一部_4453,2,0,16.66666667,0
早島町早島下野_4504,8,1,24.24242424,3.03030303
早島町早島花町、市場の一部_4471,0,1,0,8.333333333
早島町早島花町_4475,1,2,9.090909091,18.18181818
早島町早島宮崎，長津の一部_4483,6,3,16.21621622,8.108108108
早島町早島宮崎_4509,17,9,12.68656716,6.71641791
早島町早島金田_4387,24,13,20.86956522,11.30434783
早島町早島市場_4424,27,19,10.03717472,7.063197026
早島町早島小浜_4486,0,1,0,16.66666667
早島町早島小浜の一部_4480,1,0,14.28571429,0
早島町早島西真磯_4416,4,5,7.547169811,9.433962264
早島町早島大池_4379,13,4,11.01694915,3.389830508
早島町早島中山_4355,7,7,5.035971223,5.035971223
早島町早島中真磯_4406,8,7,7.407407407,6.481481481
早島町早島長津_4440,39,24,15.72580645,9.677419355
早島町早島東真磯_4404,3,5,6.976744186,11.62790698
早島町早島頓行、塩地の一部_4429,4,2,9.523809524,4.761904762
早島町早島頓行、花町の一部_4439,11,6,18.6440678,10.16949153
早島町早島頓行、小浜の一部_4464,3,1,18.75,6.25
早島町早島日笠山_4319,13,8,11.60714286,7.142857143
早島町早島畑岡_4410,9,5,16.07142857,8.928571429
早島町早島備南台_4367,9,6,9.89010989,6.593406593
早島町早島片田_4495,14,3,15.2173913,3.260869565
早島町早島弁才天_4512,8,4,12.30769231,6.153846154
早島町早島無津_4376,25,12,17.12328767,8.219178082
早島町早島矢尾の一部_4336,1,2,3.846153846,7.692307692
早島町矢尾上矢尾_4259,4,1,20,5
早島町矢尾新屋敷，本村の一部_4202,12,8,12.24489796,8.163265306
早島町矢尾二軒屋_4277,5,1,12.5,2.5
早島町矢尾本村_4315,7,0,28,0
総社市井手_3287,15,11,6.787330317,4.977375566
総社市井手_3304,21,17,5.084745763,4.11622276
総社市井手_3352,15,17,9.375,10.625
総社市井手_3361,0,0,0,0
総社市井手_3387,19,19,7.116104869,7.116104869
総社市井手_3417,22,11,14.37908497,7.189542484
総社市井尻野_3052,25,7,22.93577982,6.422018349
総社市井尻野_3133,36,23,8.352668213,5.336426914
総社市井尻野_3239,28,16,10.29411765,5.882352941
総社市井尻野_3264,20,8,11.29943503,4.519774011
総社市宇山_2839,0,2,0,50
総社市影_2896,4,3,14.28571429,10.71428571
総社市影_2900,1,1,25,25
総社市駅前１丁目_3380,11,24,4.824561404,10.52631579
総社市駅前２丁目_3432,11,19,4.824561404,8.333333333
総社市延原_2672,2,4,14.28571429,28.57142857
総社市奥坂_2835,2,3,16.66666667,25
総社市奥坂_2910,14,3,32.55813953,6.976744186
総社市岡谷_3597,16,4,17.39130435,4.347826087
総社市岡谷_3701,12,2,17.14285714,2.857142857
総社市岡谷_3708,22,4,32.8358209,5.970149254
総社市下原_3547,5,2,12.82051282,5.128205128
総社市下原_3642,28,12,16.56804734,7.100591716
総社市下倉_2928,5,14,11.62790698,32.55813953
総社市下倉_2936,13,7,27.65957447,14.89361702
総社市下倉_2937,8,4,20,10
総社市下倉_2963,9,5,23.68421053,13.15789474
総社市下倉_3001,9,5,25,13.88888889
総社市下林_3268,2,3,12.5,18.75
総社市下林_3286,7,3,20.58823529,8.823529412
総社市下林_3377,4,1,12.12121212,3.03030303
総社市久代_3104,0,1,0,20
総社市久代_3163,6,2,12.76595745,4.255319149
総社市久代_3169,11,1,22,2
総社市久代_3181,20,9,22.98850575,10.34482759
総社市久代_3193,19,7,29.23076923,10.76923077
総社市久代_3247,64,8,12.03007519,1.503759398
総社市久代_3269,19,4,21.34831461,4.494382022
総社市久代_3316,23,9,27.38095238,10.71428571
総社市久代_3328,9,4,13.84615385,6.153846154
総社市久代_3422,10,7,24.3902439,17.07317073
総社市久代_3424,6,2,26.08695652,8.695652174
総社市久代_3425,18,6,29.03225806,9.677419355
総社市久代_3435,1,1,25,25
総社市久代_3475,14,4,36.84210526,10.52631579
総社市久米_2965,14,9,28.57142857,18.36734694
総社市久米_3038,15,2,28.84615385,3.846153846
総社市久米_3088,18,5,30.50847458,8.474576271
総社市金井戸_3214,11,8,13.92405063,10.12658228
総社市金井戸_3221,2,1,15.38461538,7.692307692
総社市窪木_3097,7,1,29.16666667,4.166666667
総社市窪木_3111,24,3,37.5,4.6875
総社市窪木_3207,25,10,24.03846154,9.615384615
総社市刑部_3077,7,1,29.16666667,4.166666667
総社市刑部_3178,11,7,17.1875,10.9375
総社市見延_2847,5,2,18.51851852,7.407407407
総社市見延_2866,9,5,29.03225806,16.12903226
総社市見延_2927,12,5,30.76923077,12.82051282
総社市見延_2967,9,7,22.5,17.5
総社市原_2776,2,1,15.38461538,7.692307692
総社市原_2833,36,21,18.27411168,10.65989848
総社市溝口_3317,29,27,7.341772152,6.835443038
総社市黒尾_2864,1,0,25,0
総社市黒尾_3033,27,12,17.8807947,7.947019868
総社市三須_3390,29,15,13.30275229,6.880733945
総社市三須_3400,13,3,46.42857143,10.71428571
総社市三須_3468,7,7,14.89361702,14.89361702
総社市三須_3471,22,15,9.401709402,6.41025641
総社市三輪_3507,62,34,9.226190476,5.05952381
総社市三輪_3555,43,19,16.28787879,7.196969697
総社市山田_3070,9,5,40.90909091,22.72727273
総社市山田_3152,10,5,30.3030303,15.15151515
総社市山田_3284,3,2,20,13.33333333
総社市山田_3285,9,1,17.64705882,1.960784314
総社市山田_3340,19,9,27.94117647,13.23529412
総社市山田_3397,13,3,26.53061224,6.12244898
総社市宍粟_2903,12,12,15.38461538,15.38461538
総社市宍粟_2989,6,2,26.08695652,8.695652174
総社市宍粟_2990,2,3,6.451612903,9.677419355
総社市種井_2761,3,4,5.769230769,7.692307692
総社市宿_3513,13,4,19.11764706,5.882352941
総社市宿_3577,13,8,18.30985915,11.26760563
総社市宿_3594,8,1,11.5942029,1.449275362
総社市宿_3596,11,1,24.44444444,2.222222222
総社市宿_3630,17,9,15.74074074,8.333333333
総社市小寺_3007,15,8,17.24137931,9.195402299
総社市小寺_3237,34,27,8.232445521,6.537530266
総社市小寺_3322,6,7,9.090909091,10.60606061
総社市上原_3373,29,5,12.7753304,2.202643172
総社市上林_3296,15,12,15.30612245,12.24489796
総社市上林_3321,3,2,8.571428571,5.714285714
総社市上林_3418,18,6,26.47058824,8.823529412
総社市上林_3458,1,1,9.090909091,9.090909091
総社市新本_3160,7,1,30.43478261,4.347826087
総社市新本_3333,11,7,22,14
総社市新本_3345,7,1,22.58064516,3.225806452
総社市新本_3389,7,3,30.43478261,13.04347826
総社市新本_3437,8,2,33.33333333,8.333333333
総社市新本_3453,19,9,24.67532468,11.68831169
総社市新本_3508,7,3,25.92592593,11.11111111
総社市新本_3540,15,5,27.27272727,9.090909091
総社市新本_3556,12,1,27.27272727,2.272727273
総社市新本_3562,6,1,23.07692308,3.846153846
総社市新本_3565,2,2,15.38461538,15.38461538
総社市新本_3573,10,5,29.41176471,14.70588235
総社市新本_3592,6,3,40,20
総社市新本_3603,3,1,15,5
総社市真壁_3360,41,37,9.213483146,8.314606742
総社市真壁_3449,13,8,11.30434783,6.956521739
総社市真壁_3452,35,38,4.385964912,4.761904762
総社市秦_3050,100,24,25.90673575,6.21761658
総社市秦_3057,0,4,0,33.33333333
総社市秦_3313,17,6,16.50485437,5.825242718
総社市清音柿木_3609,17,7,18.08510638,7.446808511
総社市清音柿木_3621,10,7,10.86956522,7.608695652
総社市清音柿木_3711,7,1,20.58823529,2.941176471
総社市清音柿木_3745,6,1,17.64705882,2.941176471
総社市清音柿木_3778,8,4,11.11111111,5.555555556
総社市清音柿木_3828,6,1,14.28571429,2.380952381
総社市清音柿木_3849,15,4,17.64705882,4.705882353
総社市清音柿木大原１_3735,8,5,10.81081081,6.756756757
総社市清音柿木大原２_3746,19,11,13.38028169,7.746478873
総社市清音軽部_3809,1,1,8.333333333,8.333333333
総社市清音軽部_3822,11,5,16.17647059,7.352941176
総社市清音軽部_3886,6,5,18.75,15.625
総社市清音軽部_3888,14,7,17.72151899,8.860759494
総社市清音軽部_3951,11,3,21.15384615,5.769230769
総社市清音軽部_4003,12,4,21.05263158,7.01754386
総社市清音古地_4082,13,4,26.53061224,8.163265306
総社市清音黒田_4062,5,3,18.51851852,11.11111111
総社市清音三因_3721,14,6,16.27906977,6.976744186
総社市清音三因_3743,13,3,22.80701754,5.263157895
総社市清音三因_3792,7,2,25.92592593,7.407407407
総社市清音三因_3829,5,1,17.24137931,3.448275862
総社市清音三因_3922,8,2,25.80645161,6.451612903
総社市清音上中島_3863,10,3,16.39344262,4.918032787
総社市清音上中島_3869,8,3,13.1147541,4.918032787
総社市清音上中島_3895,7,6,8.045977011,6.896551724
総社市清音上中島_3937,11,3,18.6440678,5.084745763
総社市清音上中島_3940,3,4,6.976744186,9.302325581
総社市清音上中島_3964,7,3,11.11111111,4.761904762
総社市清音上中島_3989,17,8,16.34615385,7.692307692
総社市西阿曽_2946,8,3,32,12
総社市西阿曽_2996,41,18,17.98245614,7.894736842
総社市西郡_3530,15,3,20.83333333,4.166666667
総社市西郡_3546,20,3,26.31578947,3.947368421
総社市西郡_3666,12,10,12.90322581,10.75268817
総社市西郡_3668,12,2,23.52941176,3.921568627
総社市西坂台_3960,25,8,11.84834123,3.791469194
総社市赤浜_3175,12,8,14.81481481,9.87654321
総社市赤浜_3200,10,9,23.80952381,21.42857143
総社市泉_3116,87,30,9.623893805,3.318584071
総社市泉_3171,8,7,9.090909091,7.954545455
総社市総社_3141,11,3,22,6
総社市総社_3199,13,7,8.496732026,4.575163399
総社市総社_3212,13,11,8.552631579,7.236842105
総社市総社_3256,7,10,11.86440678,16.94915254
総社市総社_3309,13,8,8.176100629,5.031446541
総社市総社_3359,6,6,7.792207792,7.792207792
総社市総社_3386,3,2,8.571428571,5.714285714
総社市総社１丁目_3354,21,28,6.796116505,9.061488673
総社市総社２丁目_3330,34,37,10.42944785,11.34969325
総社市総社３丁目_3315,32,28,10.81081081,9.459459459
総社市地頭片山_3619,20,4,19.23076923,3.846153846
総社市地頭片山_3641,13,2,18.30985915,2.816901408
総社市地頭片山_3689,16,3,27.5862069,5.172413793
総社市中央１丁目_3431,22,36,4.583333333,7.5
総社市中央２丁目_3383,16,27,5.882352941,9.926470588
総社市中央３丁目_3428,12,23,5.769230769,11.05769231
総社市中央４丁目_3420,28,28,8.333333333,8.333333333
総社市中央５丁目_3483,3,3,1.754385965,1.754385965
総社市中央６丁目_3494,14,17,3.899721448,4.735376045
総社市中原_3455,27,22,7.75862069,6.32183908
総社市中原_3566,18,9,9.090909091,4.545454545
総社市中原_3639,16,5,9.411764706,2.941176471
総社市中原_3645,10,7,12.34567901,8.641975309
総社市中尾_2806,1,2,11.11111111,22.22222222
総社市中尾_2863,6,2,31.57894737,10.52631579
総社市中尾_2886,6,8,15.78947368,21.05263158
総社市長良_3093,3,1,15,5
総社市長良_3114,37,17,27.40740741,12.59259259
総社市東阿曽_2881,16,8,20.51282051,10.25641026
総社市東阿曽_2933,2,3,16.66666667,25
総社市東阿曽_2968,6,4,20,13.33333333
総社市東阿曽_2976,14,9,17.28395062,11.11111111
総社市東阿曽_2992,4,2,11.76470588,5.882352941
総社市東阿曽_3021,11,2,22.44897959,4.081632653
総社市南溝手_3195,7,4,15.2173913,8.695652174
総社市南溝手_3249,11,7,14.66666667,9.333333333
総社市日羽_2794,15,6,28.30188679,11.32075472
総社市日羽_2882,9,1,18.75,2.083333333
総社市日羽_2885,10,5,19.23076923,9.615384615
総社市日羽_2952,12,5,33.33333333,13.88888889
総社市八代_3423,16,5,25.80645161,8.064516129
総社市美袋_2844,9,6,21.95121951,14.63414634
総社市美袋_2887,13,7,20,10.76923077
総社市美袋_2894,14,14,13.08411215,13.08411215
総社市美袋_2913,16,7,21.91780822,9.589041096
総社市美袋_2925,14,12,18.18181818,15.58441558
総社市富原_3461,40,16,18.34862385,7.339449541
総社市福井_3036,13,3,13.54166667,3.125
総社市福井_3119,7,2,22.58064516,6.451612903
総社市福井_3159,34,16,12.18637993,5.734767025
総社市福井_3275,19,14,6.810035842,5.017921147
総社市福谷_2982,11,4,21.56862745,7.843137255
総社市福谷_3017,13,6,23.63636364,10.90909091
総社市北溝手_3117,23,6,19.82758621,5.172413793
総社市北溝手_3211,3,1,18.75,6.25
総社市門田_3245,9,19,6.428571429,13.57142857
総社市門田_3251,38,47,8.11965812,10.04273504
総社市門田_3280,25,21,6.983240223,5.865921788
総社市門田_3308,3,6,6.818181818,13.63636364
総社市門田_3372,4,2,18.18181818,9.090909091
総社市槁_2646,0,0,0,0
総社市槇谷_2686,8,3,22.85714286,8.571428571
総社市槇谷_2736,14,5,31.11111111,11.11111111
総社市槇谷_2738,9,3,19.14893617,6.382978723
総社市槇谷_2747,3,2,27.27272727,18.18181818
総社市槇谷_2805,9,6,16.07142857,10.71428571
矢掛町宇角塚原，大唐田，中畦_3710,7,4,23.33333333,13.33333333
矢掛町宇角東谷，谷本_3702,8,6,25.80645161,19.35483871
矢掛町宇内金原，谷，天満_3945,10,4,22.22222222,8.888888889
矢掛町宇内原，大桜_4084,8,5,30.76923077,19.23076923
矢掛町宇内平矢，今石_3819,4,2,11.42857143,5.714285714
矢掛町横谷井三，平木，御土井，川原_4451,15,6,25.86206897,10.34482759
矢掛町横谷原，大渡，弥高_4489,8,4,28.57142857,14.28571429
矢掛町横谷原_4497,11,5,21.56862745,9.803921569
矢掛町横谷高田，長谷，西迫，畑_4352,7,3,20,8.571428571
矢掛町横谷長谷，慶知庵_4419,8,5,18.18181818,11.36363636
矢掛町横谷柏木_4519,6,4,18.18181818,12.12121212
矢掛町横谷平林，山根_4362,17,5,32.0754717,9.433962264
矢掛町下高末三ケ原_3518,2,5,13.33333333,33.33333333
矢掛町下高末城平，桜木，古頃下岡_3398,8,5,22.85714286,14.28571429
矢掛町下高末川東，上高階，平宇角_3574,13,8,25.49019608,15.68627451
矢掛町江良郷_4340,17,5,33.33333333,9.803921569
矢掛町江良山の神，八池_4353,18,4,31.57894737,7.01754386
矢掛町江良寺谷，奥山_4391,11,4,36.66666667,13.33333333
矢掛町江良片山，岡田_4327,12,5,28.57142857,11.9047619
矢掛町小田岩屋山，黒住_4433,8,5,17.0212766,10.63829787
矢掛町小田亀麓_4211,11,7,20.75471698,13.20754717
矢掛町小田熊林田_4312,3,3,12.5,12.5
矢掛町小田山の上_4114,2,4,12.5,25
矢掛町小田寺迫第１_4408,1,2,3.448275862,6.896551724
矢掛町小田寺迫第２_4456,3,2,20,13.33333333
矢掛町小田小田，西元町，東元町_4459,3,5,12,20
矢掛町小田上明神，下明神_4448,1,2,2.857142857,5.714285714
矢掛町小田中小田_4443,1,1,50,50
矢掛町小田中小田西_4381,18,7,23.07692308,8.974358974
矢掛町小田中小田東，中小田中_4337,10,5,29.41176471,14.70588235
矢掛町小田東町，大正町_4428,5,7,7.462686567,10.44776119
矢掛町小田日置谷第１，第２_4126,11,3,23.40425532,6.382978723
矢掛町小田八幡谷第１，第２_4188,9,6,29.03225806,19.35483871
矢掛町小田八幡谷第３，第４_4253,8,1,23.52941176,2.941176471
矢掛町小田有木谷_4418,14,6,22.22222222,9.523809524
矢掛町小林井出の手，湯田，鵜飼_3903,11,5,28.94736842,13.15789474
矢掛町小林岡本谷，能仁寺，河内城_3858,9,5,23.07692308,12.82051282
矢掛町小林市場，僧都，鷺田_4094,7,1,16.66666667,2.380952381
矢掛町小林西町_4225,5,6,17.24137931,20.68965517
矢掛町小林田町西，有楽町_4206,5,5,20,20
矢掛町小林峠，校の下_4095,3,7,7.317073171,17.07317073
矢掛町小林平和町_4177,7,11,10.60606061,16.66666667
矢掛町上高末羽無_3023,3,7,10.71428571,25
矢掛町上高末嘉戸，殿ケ市，頼正_3224,5,6,15.625,18.75
矢掛町上高末山口，奥田_3408,12,7,29.26829268,17.07317073
矢掛町上高末寺原，矢原，茶屋ケ鼻_3278,6,6,19.35483871,19.35483871
矢掛町上高末土井，久谷_3227,6,0,25,0
矢掛町西川面下三，奥山，正清，仏田_3928,6,4,18.18181818,12.12121212
矢掛町西川面清田井，川田_4087,15,5,38.46153846,12.82051282
矢掛町西川面西組，大鳥居_4288,13,6,24.52830189,11.32075472
矢掛町西川面石田，宮本_4152,13,3,23.21428571,5.357142857
矢掛町西川面東組，宇山_4215,6,3,24,12
矢掛町浅海宮ノ谷，田鶴_4425,12,4,31.57894737,10.52631579
矢掛町浅海山手_4477,8,7,25.80645161,22.58064516
矢掛町浅海大仁五_4403,4,0,28.57142857,0
矢掛町浅海日妻西，高柳_4438,12,4,27.27272727,9.090909091
矢掛町浅海日妻東_4434,12,3,32.43243243,8.108108108
矢掛町浅海毎戸_4374,5,1,13.15789474,2.631578947
矢掛町中江本_4441,11,3,27.5,7.5
矢掛町中城江_4426,14,4,33.33333333,9.523809524
矢掛町中中原_4356,17,6,26.15384615,9.230769231
矢掛町東三成吉野，大明地１_4192,8,6,14.81481481,11.11111111
矢掛町東三成行部西_4286,6,1,18.18181818,3.03030303
矢掛町東三成行部東_4208,13,4,31.70731707,9.756097561
矢掛町東三成市場，折坂_4166,10,5,20.40816327,10.20408163
矢掛町東三成新町団地，大明地２_4284,3,2,8.333333333,5.555555556
矢掛町東三成多和，東土井_4144,9,4,28.125,12.5
矢掛町東三成土井，多和，車谷_3935,13,2,37.14285714,5.714285714
矢掛町東三成東三成，谷川内，藤の棚_4068,14,3,26.92307692,5.769230769
矢掛町東川面郷_4127,15,5,20,6.666666667
矢掛町東川面向山，大恭_4269,20,7,28.16901408,9.85915493
矢掛町東川面第一，台_4158,22,9,22,9
矢掛町東川面田寺_4250,7,3,12.72727273,5.454545455
矢掛町東川面有森，高通_4236,15,8,15.78947368,8.421052632
矢掛町内田井ノ口，鳥越_3769,11,5,24.44444444,11.11111111
矢掛町内田下高階，古浦，古屋谷_3661,4,2,25,12.5
矢掛町内田空上，田渕，中谷，岡谷，_3493,4,9,12.90322581,29.03225806
矢掛町南山田広石，小迫_4515,13,9,28.26086957,19.56521739
矢掛町南山田上山，宇根_4562,13,5,26.53061224,10.20408163
